invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I129845,C807718,Female,30,Clothing,4,1200.32,Debit Card,13-08-2022,Mall of Istanbul
I129850,C180084,Female,36,Shoes,1,600.17,Credit Card,23-01-2022,Mall of Istanbul
I129852,C979437,Female,23,Books,4,60.6,Credit Card,13-06-2021,Metropol AVM
I129858,C277627,Female,19,Cosmetics,1,40.66,Credit Card,17-02-2023,Viaport Outlet
I129861,C554661,Female,59,Books,4,60.6,Credit Card,14-01-2023,Metropol AVM
I129863,C184731,Female,62,Clothing,1,300.08,Credit Card,14-06-2021,Kanyon
I129866,C311813,Male,20,Clothing,5,1500.4,Credit Card,05-10-2021,Metropol AVM
I129870,C571399,Female,20,Technology,5,5250,Debit Card,27-03-2021,Kanyon
I129876,C206204,Female,60,Toys,4,143.36,Debit Card,06-11-2021,Emaar Square Mall
I129880,C773051,Male,44,Technology,1,1050,Cash,18-08-2022,Metrocity
I129886,C846730,Female,42,Food & Beverage,5,26.15,Cash,25-10-2021,Metrocity
I129889,C721421,Female,38,Food & Beverage,5,26.15,Debit Card,06-02-2023,Metropol AVM
I129894,C142332,Male,25,Technology,3,3150,Cash,07-10-2021,Metrocity
I129899,C966342,Female,65,Clothing,2,600.16,Cash,18-10-2022,Emaar Square Mall
I129901,C422886,Female,49,Technology,3,3150,Cash,16-10-2021,Mall of Istanbul
I129904,C203847,Female,19,Cosmetics,3,121.98,Cash,26-10-2021,Metrocity
I129906,C330690,Female,46,Clothing,3,900.24,Cash,11-09-2021,Mall of Istanbul
I129908,C128752,Female,65,Clothing,1,300.08,Cash,26-04-2022,Istinye Park
I129917,C136130,Male,66,Toys,1,35.84,Cash,07-09-2021,Cevahir AVM
I129920,C333378,Female,20,Shoes,5,3000.85,Cash,23-09-2021,Kanyon
I129925,C333413,Female,62,Books,1,15.15,Cash,18-07-2022,Metropol AVM
I129926,C225926,Female,43,Clothing,3,900.24,Cash,09-04-2022,Kanyon
I129928,C323863,Female,41,Clothing,5,1500.4,Cash,01-11-2022,Metropol AVM
I129929,C324133,Female,69,Clothing,2,600.16,Cash,31-03-2021,Istinye Park
I129937,C254457,Female,40,Books,5,75.75,Cash,23-01-2023,Zorlu Center
I129944,C138127,Female,21,Clothing,1,300.08,Credit Card,28-08-2022,Metrocity
I129947,C307571,Female,56,Cosmetics,3,121.98,Credit Card,17-04-2022,Mall of Istanbul
I129955,C887017,Male,47,Cosmetics,4,162.64,Credit Card,18-02-2022,Metropol AVM
I129957,C892585,Female,54,Toys,3,107.52,Cash,19-01-2022,Istinye Park
I129958,C241954,Female,34,Souvenir,1,11.73,Debit Card,19-05-2021,Istinye Park
I129959,C464112,Female,36,Technology,4,4200,Cash,09-03-2021,Mall of Istanbul
I129960,C116831,Female,53,Clothing,2,600.16,Debit Card,26-01-2022,Istinye Park
I129961,C209130,Female,43,Food & Beverage,3,15.69,Cash,03-08-2022,Cevahir AVM
I129962,C950851,Female,35,Cosmetics,3,121.98,Credit Card,08-03-2023,Metrocity
I129963,C234639,Male,66,Cosmetics,1,40.66,Cash,23-02-2021,Emaar Square Mall
I129964,C216520,Male,46,Toys,1,35.84,Credit Card,27-01-2021,Mall of Istanbul
I129966,C226602,Male,22,Books,1,15.15,Credit Card,15-02-2021,Metrocity
I129969,C417874,Female,40,Souvenir,1,11.73,Debit Card,06-01-2023,Kanyon
I129973,C325298,Female,60,Clothing,2,600.16,Credit Card,09-05-2021,Metrocity
I129975,C101790,Female,65,Cosmetics,5,203.3,Credit Card,14-01-2021,Emaar Square Mall
I129976,C234746,Female,18,Clothing,1,300.08,Cash,06-11-2022,Istinye Park
I129989,C176732,Female,25,Souvenir,5,58.65,Cash,06-01-2022,Forum Istanbul
I129995,C180412,Female,25,Cosmetics,5,203.3,Debit Card,12-07-2021,Metrocity
I129996,C291416,Female,42,Technology,1,1050,Credit Card,30-11-2021,Kanyon
I129998,C271780,Female,20,Shoes,4,2400.68,Cash,18-11-2021,Cevahir AVM
I129999,C217008,Male,42,Toys,1,35.84,Credit Card,13-01-2021,Metrocity
I130002,C354012,Female,26,Food & Beverage,3,15.69,Credit Card,06-02-2022,Forum Istanbul
I130003,C182259,Male,62,Cosmetics,2,81.32,Cash,08-06-2022,Mall of Istanbul
I130004,C203707,Female,24,Food & Beverage,3,15.69,Credit Card,26-02-2021,Kanyon
I130005,C241105,Female,66,Shoes,5,3000.85,Cash,05-07-2021,Mall of Istanbul
I130008,C260913,Male,48,Food & Beverage,4,20.92,Cash,19-01-2022,Metrocity
I130009,C295812,Male,48,Cosmetics,3,121.98,Cash,25-06-2022,Kanyon
I130010,C321306,Male,55,Food & Beverage,1,5.23,Credit Card,10-08-2021,Istinye Park
I130012,C190576,Male,56,Clothing,4,1200.32,Cash,20-11-2021,Metrocity
I130014,C197094,Male,48,Cosmetics,5,203.3,Debit Card,09-01-2023,Mall of Istanbul
I130016,C169403,Female,57,Clothing,3,900.24,Debit Card,23-12-2021,Emaar Square Mall
I130026,C337639,Female,30,Cosmetics,1,40.66,Cash,31-03-2021,Mall of Istanbul
I130028,C292998,Female,48,Shoes,1,600.17,Credit Card,11-11-2021,Kanyon
I130030,C330227,Female,25,Cosmetics,1,40.66,Cash,25-02-2023,Mall of Istanbul
I130031,C328702,Male,23,Shoes,4,2400.68,Cash,27-07-2022,Mall of Istanbul
I130040,C331710,Female,55,Cosmetics,2,81.32,Credit Card,19-10-2021,Viaport Outlet
I130044,C713286,Male,35,Shoes,1,600.17,Credit Card,16-11-2021,Forum Istanbul
I130051,C186077,Female,62,Clothing,1,300.08,Cash,28-09-2021,Forum Istanbul
I130052,C615343,Male,58,Toys,4,143.36,Credit Card,28-06-2021,Mall of Istanbul
I130053,C100099,Male,64,Books,3,45.45,Credit Card,23-03-2022,Kanyon
I130056,C746891,Female,60,Shoes,1,600.17,Credit Card,15-12-2022,Metropol AVM
I130057,C144243,Male,31,Toys,2,71.68,Credit Card,29-08-2021,Cevahir AVM
I130061,C478737,Male,65,Books,1,15.15,Cash,13-03-2022,Metrocity
I130071,C209712,Female,49,Food & Beverage,2,10.46,Credit Card,06-07-2022,Viaport Outlet
I130077,C621176,Female,35,Clothing,1,300.08,Debit Card,08-08-2022,Zorlu Center
I130080,C297428,Male,40,Souvenir,4,46.92,Cash,08-01-2022,Kanyon
I130081,C193704,Male,43,Food & Beverage,2,10.46,Cash,30-04-2021,Zorlu Center
I130084,C218740,Male,58,Clothing,5,1500.4,Debit Card,27-12-2022,Kanyon
I130091,C324489,Female,47,Cosmetics,3,121.98,Credit Card,26-08-2022,Forum Istanbul
I130092,C710067,Female,24,Food & Beverage,4,20.92,Cash,30-01-2023,Mall of Istanbul
I130093,C231040,Male,53,Books,2,30.3,Cash,05-03-2021,Kanyon
I130100,C218456,Male,54,Clothing,2,600.16,Credit Card,15-09-2021,Kanyon
I130102,C294648,Female,31,Food & Beverage,1,5.23,Cash,12-11-2022,Mall of Istanbul
I130106,C282745,Male,63,Clothing,3,900.24,Cash,17-05-2022,Mall of Istanbul
I130107,C836842,Male,43,Books,5,75.75,Credit Card,16-06-2022,Cevahir AVM
I130111,C172716,Male,45,Shoes,1,600.17,Debit Card,21-03-2021,Emaar Square Mall
I130112,C185821,Male,34,Shoes,4,2400.68,Cash,20-03-2022,Kanyon
I130114,C135392,Female,64,Shoes,4,2400.68,Cash,05-02-2023,Kanyon
I130115,C869403,Female,42,Clothing,1,300.08,Credit Card,27-03-2022,Viaport Outlet
I130117,C330127,Male,64,Toys,2,71.68,Cash,01-03-2022,Cevahir AVM
I130122,C300430,Female,19,Cosmetics,3,121.98,Credit Card,18-04-2022,Kanyon
I130124,C216257,Male,49,Clothing,3,900.24,Credit Card,15-08-2022,Viaport Outlet
I130125,C203734,Female,55,Clothing,4,1200.32,Cash,23-04-2021,Viaport Outlet
I130134,C306840,Female,54,Cosmetics,2,81.32,Debit Card,21-02-2021,Mall of Istanbul
I130135,C774285,Female,27,Clothing,1,300.08,Credit Card,10-08-2021,Istinye Park
I130137,C130524,Female,24,Shoes,2,1200.34,Credit Card,13-05-2021,Istinye Park
I130150,C326182,Female,47,Clothing,3,900.24,Cash,25-01-2022,Metrocity
I130153,C160143,Female,40,Clothing,5,1500.4,Credit Card,07-07-2022,Mall of Istanbul
I130154,C152177,Male,39,Technology,4,4200,Cash,18-12-2021,Forum Istanbul
I130155,C216342,Female,35,Clothing,2,600.16,Credit Card,04-07-2022,Metrocity
I130162,C220995,Female,40,Cosmetics,2,81.32,Cash,16-05-2021,Metrocity
I130163,C205685,Male,51,Food & Beverage,2,10.46,Cash,07-11-2022,Metrocity
I130164,C565751,Female,59,Shoes,1,600.17,Cash,10-01-2023,Metropol AVM
I130166,C500233,Male,49,Food & Beverage,1,5.23,Credit Card,29-06-2022,Metrocity
I130167,C375634,Male,21,Toys,4,143.36,Cash,18-01-2021,Metropol AVM
I130168,C875476,Female,18,Food & Beverage,5,26.15,Cash,24-02-2023,Kanyon
I130176,C275398,Male,22,Clothing,4,1200.32,Debit Card,21-09-2022,Kanyon
I130178,C337138,Male,53,Cosmetics,2,81.32,Debit Card,18-04-2022,Mall of Istanbul
I130182,C398492,Male,22,Food & Beverage,5,26.15,Credit Card,08-06-2021,Metropol AVM
I130183,C222100,Male,34,Cosmetics,4,162.64,Credit Card,08-09-2022,Viaport Outlet
I130185,C530046,Female,24,Food & Beverage,5,26.15,Debit Card,12-03-2021,Emaar Square Mall
I130191,C307642,Male,39,Shoes,5,3000.85,Cash,28-10-2022,Zorlu Center
I130192,C511164,Female,66,Clothing,1,300.08,Credit Card,14-04-2022,Mall of Istanbul
I130193,C237377,Female,42,Cosmetics,2,81.32,Cash,02-04-2021,Metropol AVM
I130195,C195167,Male,45,Food & Beverage,2,10.46,Credit Card,11-10-2021,Metrocity
I130196,C312460,Female,33,Books,3,45.45,Credit Card,29-06-2021,Kanyon
I130202,C887756,Female,48,Toys,5,179.2,Cash,09-04-2022,Metropol AVM
I130204,C222134,Male,55,Technology,4,4200,Cash,23-10-2021,Metropol AVM
I130207,C173637,Female,44,Shoes,5,3000.85,Credit Card,17-08-2022,Kanyon
I130212,C231808,Female,28,Cosmetics,3,121.98,Cash,13-02-2022,Kanyon
I130218,C315178,Male,20,Clothing,2,600.16,Debit Card,14-12-2021,Forum Istanbul
I130219,C136851,Female,29,Cosmetics,5,203.3,Debit Card,16-09-2021,Istinye Park
I130221,C302461,Female,29,Clothing,2,600.16,Debit Card,04-02-2021,Mall of Istanbul
I130222,C130537,Female,36,Souvenir,2,23.46,Credit Card,03-01-2021,Metrocity
I130225,C105864,Female,43,Technology,1,1050,Cash,23-08-2021,Mall of Istanbul
I130226,C873739,Female,47,Food & Beverage,3,15.69,Credit Card,07-09-2022,Metropol AVM
I130227,C858561,Male,42,Cosmetics,3,121.98,Credit Card,06-10-2022,Istinye Park
I130229,C308871,Male,32,Clothing,2,600.16,Cash,10-08-2021,Mall of Istanbul
I130230,C147543,Female,69,Clothing,5,1500.4,Cash,18-08-2022,Metropol AVM
I130231,C301688,Female,51,Food & Beverage,3,15.69,Credit Card,19-12-2022,Kanyon
I130233,C209616,Female,66,Clothing,3,900.24,Credit Card,27-12-2021,Viaport Outlet
I130236,C212011,Male,65,Cosmetics,5,203.3,Cash,24-09-2021,Metrocity
I130244,C920043,Male,43,Food & Beverage,1,5.23,Credit Card,16-04-2021,Cevahir AVM
I130249,C146069,Female,21,Clothing,3,900.24,Credit Card,29-01-2023,Kanyon
I130252,C109506,Female,18,Cosmetics,5,203.3,Cash,20-08-2021,Kanyon
I130254,C175646,Male,61,Clothing,3,900.24,Credit Card,10-08-2022,Zorlu Center
I130255,C247292,Female,41,Food & Beverage,1,5.23,Credit Card,19-10-2022,Forum Istanbul
I130260,C322094,Male,53,Technology,4,4200,Debit Card,24-06-2021,Istinye Park
I130262,C261210,Male,20,Clothing,3,900.24,Debit Card,05-05-2022,Emaar Square Mall
I130263,C484271,Female,20,Shoes,1,600.17,Cash,27-11-2021,Mall of Istanbul
I130264,C819215,Male,64,Technology,5,5250,Credit Card,29-04-2022,Viaport Outlet
I130266,C247595,Female,47,Technology,2,2100,Credit Card,15-12-2021,Metrocity
I130268,C217876,Male,66,Clothing,2,600.16,Debit Card,22-09-2021,Viaport Outlet
I130269,C238471,Male,27,Clothing,5,1500.4,Credit Card,09-01-2021,Istinye Park
I130270,C249335,Male,28,Clothing,4,1200.32,Credit Card,04-05-2022,Istinye Park
I130278,C324446,Male,31,Cosmetics,1,40.66,Credit Card,23-04-2021,Metropol AVM
I130279,C136589,Female,23,Cosmetics,5,203.3,Credit Card,06-03-2021,Kanyon
I130280,C238615,Female,41,Books,5,75.75,Cash,29-11-2021,Metrocity
I130284,C115074,Female,22,Shoes,5,3000.85,Debit Card,06-04-2021,Forum Istanbul
I130285,C181749,Female,42,Cosmetics,3,121.98,Debit Card,14-11-2022,Emaar Square Mall
I130294,C876964,Female,53,Clothing,4,1200.32,Cash,15-02-2023,Istinye Park
I130296,C336190,Male,40,Cosmetics,5,203.3,Cash,08-04-2022,Istinye Park
I130303,C185506,Male,66,Technology,5,5250,Cash,09-01-2023,Kanyon
I130305,C138865,Male,37,Clothing,1,300.08,Credit Card,23-07-2021,Metrocity
I130306,C247066,Female,56,Shoes,1,600.17,Cash,27-11-2021,Forum Istanbul
I130310,C311341,Male,61,Food & Beverage,5,26.15,Credit Card,19-07-2021,Cevahir AVM
I130311,C255198,Female,60,Books,4,60.6,Cash,08-07-2021,Forum Istanbul
I130314,C578435,Female,65,Food & Beverage,5,26.15,Cash,11-10-2022,Zorlu Center
I130315,C117446,Female,65,Clothing,3,900.24,Credit Card,14-12-2022,Mall of Istanbul
I130317,C156307,Female,46,Clothing,4,1200.32,Credit Card,16-09-2022,Mall of Istanbul
I130319,C297397,Male,21,Clothing,1,300.08,Cash,02-08-2022,Mall of Istanbul
I130344,C234558,Female,37,Clothing,3,900.24,Credit Card,01-10-2022,Mall of Istanbul
I130347,C320111,Female,29,Shoes,4,2400.68,Cash,02-11-2022,Mall of Istanbul
I130348,C332501,Female,19,Clothing,2,600.16,Credit Card,18-08-2021,Emaar Square Mall
I130349,C269597,Female,19,Books,5,75.75,Cash,31-01-2023,Kanyon
I130351,C738366,Female,40,Clothing,5,1500.4,Credit Card,06-05-2021,Metropol AVM
I130355,C845214,Female,61,Toys,5,179.2,Debit Card,02-08-2022,Kanyon
I130362,C192775,Male,26,Toys,1,35.84,Credit Card,09-09-2022,Forum Istanbul
I130364,C117788,Female,48,Clothing,3,900.24,Credit Card,14-01-2021,Mall of Istanbul
I130365,C722855,Female,48,Books,3,45.45,Credit Card,27-08-2022,Kanyon
I130367,C574611,Female,28,Shoes,1,600.17,Debit Card,30-01-2021,Metrocity
I130372,C291019,Female,58,Clothing,3,900.24,Cash,02-01-2023,Istinye Park
I130383,C364200,Female,55,Cosmetics,4,162.64,Cash,24-04-2021,Zorlu Center
I130385,C251294,Male,48,Toys,2,71.68,Cash,15-01-2021,Kanyon
I130388,C143216,Female,46,Clothing,5,1500.4,Credit Card,11-03-2022,Mall of Istanbul
I130391,C311824,Female,43,Clothing,1,300.08,Cash,03-12-2022,Metrocity
I130393,C599459,Female,55,Cosmetics,4,162.64,Debit Card,13-07-2022,Cevahir AVM
I130396,C181390,Male,65,Food & Beverage,5,26.15,Credit Card,10-10-2022,Mall of Istanbul
I130400,C210091,Female,64,Clothing,1,300.08,Debit Card,06-11-2022,Forum Istanbul
I130405,C122418,Female,41,Food & Beverage,4,20.92,Debit Card,23-08-2022,Kanyon
I130407,C255588,Male,51,Souvenir,3,35.19,Cash,05-05-2021,Istinye Park
I130408,C173740,Female,47,Clothing,1,300.08,Credit Card,10-08-2022,Kanyon
I130410,C637567,Male,42,Souvenir,3,35.19,Cash,03-04-2021,Metropol AVM
I130411,C212614,Female,67,Cosmetics,1,40.66,Cash,20-06-2021,Metrocity
I130421,C302055,Female,64,Clothing,2,600.16,Cash,06-09-2021,Kanyon
I130425,C822188,Male,37,Food & Beverage,4,20.92,Cash,16-04-2022,Mall of Istanbul
I130426,C128145,Female,67,Food & Beverage,5,26.15,Cash,29-12-2022,Metropol AVM
I130429,C247102,Female,45,Technology,2,2100,Cash,05-06-2022,Cevahir AVM
I130431,C284168,Male,43,Clothing,4,1200.32,Cash,10-08-2022,Metropol AVM
I130439,C303486,Female,37,Shoes,3,1800.51,Credit Card,05-02-2022,Mall of Istanbul
I130441,C169930,Male,61,Clothing,2,600.16,Credit Card,11-12-2022,Forum Istanbul
I130442,C198183,Female,59,Souvenir,5,58.65,Cash,21-02-2023,Metropol AVM
I130443,C329003,Female,51,Shoes,1,600.17,Cash,08-06-2021,Istinye Park
I130446,C141695,Male,38,Cosmetics,1,40.66,Credit Card,13-09-2021,Viaport Outlet
I130449,C145727,Female,63,Cosmetics,5,203.3,Debit Card,02-12-2022,Viaport Outlet
I130451,C151227,Male,27,Food & Beverage,3,15.69,Cash,11-11-2021,Kanyon
I130452,C277759,Female,43,Souvenir,2,23.46,Cash,11-04-2022,Kanyon
I130453,C904145,Female,32,Cosmetics,3,121.98,Debit Card,13-05-2021,Zorlu Center
I130454,C155210,Male,18,Technology,1,1050,Cash,09-01-2023,Metropol AVM
I130458,C289953,Male,62,Books,5,75.75,Debit Card,11-04-2021,Cevahir AVM
I130460,C317247,Female,47,Clothing,1,300.08,Cash,02-06-2021,Mall of Istanbul
I130464,C321179,Female,37,Clothing,5,1500.4,Credit Card,03-03-2023,Mall of Istanbul
I130466,C278477,Female,20,Food & Beverage,2,10.46,Debit Card,06-03-2023,Kanyon
I130470,C558486,Female,53,Technology,4,4200,Credit Card,27-06-2021,Kanyon
I130471,C149667,Female,21,Clothing,2,600.16,Credit Card,29-03-2021,Kanyon
I130472,C232908,Female,35,Cosmetics,5,203.3,Cash,20-02-2021,Kanyon
I130475,C251827,Female,19,Clothing,1,300.08,Cash,21-01-2021,Mall of Istanbul
I130480,C397230,Male,21,Food & Beverage,3,15.69,Debit Card,31-03-2021,Istinye Park
I130483,C951318,Female,49,Food & Beverage,1,5.23,Debit Card,05-09-2021,Viaport Outlet
I130485,C132418,Male,56,Shoes,2,1200.34,Cash,07-04-2022,Metrocity
I130486,C888893,Female,69,Food & Beverage,3,15.69,Cash,12-01-2022,Metrocity
I130491,C897872,Male,29,Clothing,4,1200.32,Cash,27-12-2022,Forum Istanbul
I130493,C238045,Male,67,Cosmetics,5,203.3,Cash,24-01-2022,Kanyon
I130494,C291802,Female,36,Souvenir,2,23.46,Debit Card,13-02-2021,Mall of Istanbul
I130495,C156560,Female,60,Technology,4,4200,Cash,15-11-2021,Kanyon
I130496,C337354,Female,33,Clothing,4,1200.32,Cash,22-07-2022,Mall of Istanbul
I130498,C152216,Female,41,Clothing,1,300.08,Credit Card,18-01-2021,Mall of Istanbul
I130504,C321688,Female,53,Souvenir,3,35.19,Cash,18-05-2022,Zorlu Center
I130511,C118877,Female,68,Toys,4,143.36,Cash,04-01-2023,Zorlu Center
I130514,C685318,Female,32,Shoes,4,2400.68,Cash,07-04-2021,Viaport Outlet
I130515,C125486,Female,20,Food & Beverage,1,5.23,Cash,24-09-2021,Kanyon
I130517,C294093,Male,66,Cosmetics,3,121.98,Credit Card,30-01-2023,Emaar Square Mall
I130518,C785565,Male,22,Clothing,4,1200.32,Debit Card,25-04-2021,Forum Istanbul
I130522,C160080,Female,68,Cosmetics,3,121.98,Credit Card,02-11-2022,Mall of Istanbul
I130523,C117842,Female,19,Clothing,2,600.16,Debit Card,09-03-2022,Metrocity
I130526,C149128,Female,39,Clothing,1,300.08,Cash,09-01-2022,Viaport Outlet
I130528,C107549,Male,57,Clothing,4,1200.32,Credit Card,06-02-2023,Metrocity
I130529,C118439,Male,24,Clothing,2,600.16,Debit Card,06-10-2021,Kanyon
I130531,C862403,Male,42,Clothing,1,300.08,Debit Card,05-11-2022,Metrocity
I130536,C369001,Male,20,Clothing,3,900.24,Credit Card,10-12-2021,Metrocity
I130537,C103980,Male,57,Clothing,2,600.16,Cash,27-02-2021,Metropol AVM
I130538,C319135,Female,56,Shoes,2,1200.34,Cash,12-04-2021,Zorlu Center
I130540,C322956,Female,18,Souvenir,4,46.92,Debit Card,21-02-2021,Forum Istanbul
I130541,C304120,Female,58,Food & Beverage,2,10.46,Debit Card,17-02-2021,Metropol AVM
I130543,C126099,Female,36,Cosmetics,4,162.64,Cash,03-01-2023,Mall of Istanbul
I130548,C218977,Female,51,Clothing,1,300.08,Cash,01-06-2022,Kanyon
I130555,C204012,Female,47,Food & Beverage,1,5.23,Cash,15-06-2021,Emaar Square Mall
I130562,C375760,Female,46,Shoes,4,2400.68,Cash,01-08-2021,Emaar Square Mall
I130567,C239744,Female,52,Food & Beverage,3,15.69,Credit Card,27-11-2022,Mall of Istanbul
I130569,C119335,Female,68,Food & Beverage,3,15.69,Credit Card,08-05-2022,Metropol AVM
I130570,C237892,Male,50,Cosmetics,3,121.98,Debit Card,01-04-2022,Mall of Istanbul
I130572,C583283,Female,30,Shoes,4,2400.68,Credit Card,10-07-2021,Mall of Istanbul
I130576,C202013,Female,58,Books,1,15.15,Cash,25-05-2021,Metropol AVM
I130577,C259300,Male,18,Clothing,4,1200.32,Cash,17-09-2022,Kanyon
I130584,C924171,Male,52,Cosmetics,3,121.98,Credit Card,09-02-2022,Kanyon
I130587,C332451,Male,35,Clothing,4,1200.32,Debit Card,13-11-2022,Mall of Istanbul
I130599,C312367,Male,45,Toys,2,71.68,Cash,18-08-2021,Metropol AVM
I130605,C512525,Male,51,Souvenir,3,35.19,Cash,24-11-2022,Mall of Istanbul
I130609,C331234,Female,48,Toys,3,107.52,Credit Card,17-08-2021,Istinye Park
I130611,C669812,Female,39,Shoes,2,1200.34,Cash,02-06-2021,Kanyon
I130612,C120901,Female,55,Shoes,2,1200.34,Cash,07-12-2022,Emaar Square Mall
I130616,C170904,Female,23,Toys,1,35.84,Cash,11-12-2021,Metrocity
I130621,C273176,Male,19,Toys,1,35.84,Cash,15-10-2021,Forum Istanbul
I130623,C139196,Female,32,Clothing,4,1200.32,Cash,27-10-2021,Mall of Istanbul
I130624,C116769,Female,58,Clothing,4,1200.32,Cash,17-02-2023,Mall of Istanbul
I130625,C162201,Male,58,Food & Beverage,5,26.15,Credit Card,02-01-2021,Mall of Istanbul
I130626,C300585,Male,42,Clothing,5,1500.4,Debit Card,08-11-2022,Metrocity
I130627,C124549,Female,46,Shoes,2,1200.34,Credit Card,07-02-2023,Mall of Istanbul
I130629,C702969,Male,43,Clothing,1,300.08,Cash,20-02-2021,Mall of Istanbul
I130630,C273296,Female,41,Clothing,4,1200.32,Cash,29-09-2022,Mall of Istanbul
I130634,C445043,Male,46,Food & Beverage,2,10.46,Credit Card,25-10-2021,Viaport Outlet
I130635,C322286,Male,44,Technology,5,5250,Cash,15-08-2022,Metrocity
I130642,C288437,Female,47,Shoes,2,1200.34,Debit Card,14-02-2023,Kanyon
I130644,C681781,Male,65,Toys,4,143.36,Cash,07-02-2023,Mall of Istanbul
I130645,C334790,Female,28,Clothing,4,1200.32,Credit Card,18-05-2021,Zorlu Center
I130651,C164034,Female,58,Shoes,3,1800.51,Cash,10-10-2022,Mall of Istanbul
I130652,C194187,Male,67,Toys,5,179.2,Credit Card,13-05-2021,Kanyon
I130653,C182256,Male,53,Cosmetics,3,121.98,Debit Card,20-06-2022,Kanyon
I130654,C140912,Male,61,Clothing,2,600.16,Credit Card,31-01-2022,Metrocity
I130660,C331986,Female,61,Clothing,2,600.16,Cash,06-03-2021,Metropol AVM
I130663,C273045,Male,46,Cosmetics,4,162.64,Cash,06-09-2021,Mall of Istanbul
I130664,C397164,Female,57,Toys,5,179.2,Credit Card,05-12-2021,Istinye Park
I130667,C234841,Male,47,Toys,1,35.84,Cash,29-04-2022,Mall of Istanbul
I130668,C284619,Female,65,Clothing,3,900.24,Credit Card,19-04-2021,Kanyon
I130677,C247406,Male,59,Clothing,4,1200.32,Credit Card,15-11-2021,Metrocity
I130679,C671177,Female,32,Clothing,2,600.16,Debit Card,24-12-2022,Kanyon
I130681,C321364,Male,27,Clothing,3,900.24,Credit Card,23-10-2022,Mall of Istanbul
I130682,C410469,Female,44,Shoes,3,1800.51,Cash,20-02-2022,Emaar Square Mall
I130684,C452138,Male,46,Clothing,5,1500.4,Cash,03-05-2022,Istinye Park
I130685,C778803,Male,32,Clothing,3,900.24,Debit Card,03-12-2021,Forum Istanbul
I130687,C305565,Female,42,Food & Beverage,4,20.92,Debit Card,12-12-2021,Mall of Istanbul
I130694,C175268,Female,36,Food & Beverage,1,5.23,Cash,07-12-2021,Mall of Istanbul
I130697,C113718,Female,49,Food & Beverage,3,15.69,Cash,13-01-2022,Zorlu Center
I130698,C276180,Male,69,Clothing,5,1500.4,Cash,07-01-2021,Kanyon
I130703,C357416,Female,34,Souvenir,5,58.65,Credit Card,18-02-2021,Kanyon
I130713,C247072,Male,43,Clothing,5,1500.4,Debit Card,16-09-2021,Kanyon
I130717,C238541,Male,63,Shoes,3,1800.51,Cash,20-05-2022,Kanyon
I130721,C225258,Female,50,Books,3,45.45,Debit Card,12-02-2022,Zorlu Center
I130725,C186497,Female,68,Shoes,3,1800.51,Cash,08-09-2021,Kanyon
I130727,C256647,Female,63,Clothing,4,1200.32,Debit Card,19-11-2021,Kanyon
I130732,C106614,Male,65,Cosmetics,5,203.3,Cash,30-12-2022,Viaport Outlet
I130735,C156443,Male,69,Food & Beverage,3,15.69,Credit Card,04-04-2021,Istinye Park
I130736,C158248,Male,31,Food & Beverage,3,15.69,Cash,19-12-2021,Istinye Park
I130740,C168494,Male,36,Cosmetics,2,81.32,Debit Card,01-09-2021,Mall of Istanbul
I130742,C259137,Female,21,Cosmetics,3,121.98,Cash,21-03-2021,Kanyon
I130748,C400778,Male,29,Shoes,3,1800.51,Debit Card,03-01-2022,Metrocity
I130750,C498989,Female,37,Toys,5,179.2,Cash,14-02-2023,Forum Istanbul
I130753,C805177,Female,51,Shoes,3,1800.51,Credit Card,13-12-2022,Kanyon
I130755,C361580,Female,54,Clothing,4,1200.32,Debit Card,25-04-2021,Forum Istanbul
I130760,C112485,Female,65,Shoes,4,2400.68,Debit Card,11-04-2021,Metropol AVM
I130770,C254208,Female,26,Shoes,3,1800.51,Debit Card,25-01-2022,Zorlu Center
I130771,C114288,Female,40,Shoes,5,3000.85,Cash,08-07-2022,Metrocity
I130776,C788359,Female,60,Technology,1,1050,Cash,10-07-2021,Metrocity
I130777,C180808,Female,24,Clothing,4,1200.32,Credit Card,20-03-2021,Kanyon
I130785,C176202,Female,30,Cosmetics,3,121.98,Credit Card,13-05-2022,Istinye Park
I130787,C174393,Female,44,Books,5,75.75,Cash,02-08-2022,Metropol AVM
I130791,C235028,Female,18,Cosmetics,3,121.98,Cash,11-08-2021,Metrocity
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30-06-2021,Metrocity
I130802,C186106,Female,30,Clothing,4,1200.32,Cash,17-02-2023,Forum Istanbul
I130804,C334457,Female,65,Shoes,4,2400.68,Cash,08-08-2021,Metropol AVM
I130813,C143841,Male,21,Toys,5,179.2,Cash,28-05-2022,Istinye Park
I130814,C137365,Male,59,Souvenir,1,11.73,Credit Card,31-12-2022,Mall of Istanbul
I130815,C535614,Male,68,Cosmetics,1,40.66,Cash,29-07-2021,Mall of Istanbul
I130819,C317179,Male,33,Clothing,3,900.24,Credit Card,06-01-2021,Mall of Istanbul
I130822,C324134,Female,31,Cosmetics,5,203.3,Cash,24-01-2022,Cevahir AVM
I130824,C519998,Male,41,Clothing,4,1200.32,Credit Card,15-05-2021,Istinye Park
I130829,C216199,Female,43,Toys,4,143.36,Credit Card,10-10-2022,Mall of Istanbul
